Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Proj,Ownership,StDev,Team1,Team2,Opponent
WR,Cooper Kupp (30330870),Cooper Kupp,30330870,WR/FLEX,9500,PIT@LAR 10/22/2023 04:05PM ET,LAR,26.8,21.48,19.11,13.205,PIT,LAR,PIT
WR,Stefon Diggs (30330872),Stefon Diggs,30330872,WR/FLEX,8900,BUF@NE 10/22/2023 01:00PM ET,BUF,25.83,20.40333333,15.73333333,14.255,BUF,NE,NE
RB,Austin Ekeler (30330644),Austin Ekeler,30330644,RB/FLEX,8600,LAC@KC 10/22/2023 04:25PM ET,LAC,19.8,17.64,9.446666667,10.465,LAC,KC,KC
WR,Keenan Allen (30330874),Keenan Allen,30330874,WR/FLEX,8600,LAC@KC 10/22/2023 04:25PM ET,LAC,26.09,20.36,17.85,11.755,LAC,KC,KC
QB,Patrick Mahomes (30330579),Patrick Mahomes,30330579,QB,8300,LAC@KC 10/22/2023 04:25PM ET,KC,21.2,23.42666667,10.32666667,9.655,LAC,KC,LAC
WR,Davante Adams (30330876),Davante Adams,30330876,WR/FLEX,8200,LV@CHI 10/22/2023 01:00PM ET,LV,17.85,17.11,8.436666667,13.09,LV,CHI,CHI
QB,Josh Allen (30330580),Josh Allen,30330580,QB,8200,BUF@NE 10/22/2023 01:00PM ET,BUF,24.19,20.67666667,5.86,10.36,BUF,NE,NE
RB,Saquon Barkley (30330646),Saquon Barkley,30330646,RB/FLEX,8100,WAS@NYG 10/22/2023 01:00PM ET,NYG,16.77,15.70666667,4.82,10.81,WAS,NYG,WAS
WR,Amon-Ra St. Brown (30330878),Amon-Ra St. Brown,30330878,WR/FLEX,8000,DET@BAL 10/22/2023 01:00PM ET,DET,21.98,17.87,12.73333333,12.57,DET,BAL,BAL
QB,Justin Herbert (30330581),Justin Herbert,30330581,QB,8000,LAC@KC 10/22/2023 04:25PM ET,LAC,24.58,19.24333333,3.123333333,8.885,LAC,KC,KC
TE,Travis Kelce (30331244),Travis Kelce,30331244,TE/FLEX,8000,LAC@KC 10/22/2023 04:25PM ET,KC,18.32,18.78,17.64,14.015,LAC,KC,LAC
QB,Lamar Jackson (30330582),Lamar Jackson,30330582,QB,7600,DET@BAL 10/22/2023 01:00PM ET,BAL,20.47,21.08,9.626666667,10.575,DET,BAL,DET
WR,Puka Nacua (30330880),Puka Nacua,30330880,WR/FLEX,7600,PIT@LAR 10/22/2023 04:05PM ET,LAR,21.87,16.53666667,12.30333333,13.17,PIT,LAR,PIT
RB,Josh Jacobs (30330648),Josh Jacobs,30330648,RB/FLEX,7400,LV@CHI 10/22/2023 01:00PM ET,LV,14.85,18.26666667,22.73,11.395,LV,CHI,CHI
RB,Bijan Robinson (30330650),Bijan Robinson,30330650,RB/FLEX,7300,ATL@TB 10/22/2023 01:00PM ET,ATL,17,15.43333333,13.45,10.095,ATL,TB,TB
RB,David Montgomery (30330652),David Montgomery,30330652,RB/FLEX,7200,DET@BAL 10/22/2023 01:00PM ET,DET,18.42,0,0,0,DET,BAL,BAL
WR,Mike Evans (30330882),Mike Evans,30330882,WR/FLEX,7100,ATL@TB 10/22/2023 01:00PM ET,TB,16.72,15.92333333,9.51,13.195,ATL,TB,ATL
RB,Kyren Williams (30330654),Kyren Williams,30330654,RB/FLEX,7100,PIT@LAR 10/22/2023 04:05PM ET,LAR,19.52,0,0,0,PIT,LAR,PIT
QB,Justin Fields (30330583),Justin Fields,30330583,QB,7000,LV@CHI 10/22/2023 01:00PM ET,CHI,19.46,0,0,0,LV,CHI,LV
RB,Kenneth Walker III (30330656),Kenneth Walker III,30330656,RB/FLEX,7000,ARI@SEA 10/22/2023 04:05PM ET,SEA,18.3,18.02333333,25.21,12.09,ARI,SEA,ARI
WR,Chris Godwin (30330884),Chris Godwin,30330884,WR/FLEX,6900,ATL@TB 10/22/2023 01:00PM ET,TB,13.04,13.67666667,4.25,10.495,ATL,TB,ATL
WR,DK Metcalf (30330886),DK Metcalf,30330886,WR/FLEX,6800,ARI@SEA 10/22/2023 04:05PM ET,SEA,14.14,14.40666667,9.263333333,12.025,ARI,SEA,ARI
RB,Aaron Jones (30330658),Aaron Jones,30330658,RB/FLEX,6800,GB@DEN 10/22/2023 04:25PM ET,GB,14.55,14.04,6.46,12.775,GB,DEN,DEN
WR,Michael Pittman Jr. (30330888),Michael Pittman Jr.,30330888,WR/FLEX,6600,CLE@IND 10/22/2023 01:00PM ET,IND,15.27,14.42333333,9.706666667,11.965,CLE,IND,CLE
WR,DJ Moore (30330890),DJ Moore,30330890,WR/FLEX,6500,LV@CHI 10/22/2023 01:00PM ET,CHI,21.53,12.33333333,5.95,11.13,LV,CHI,LV
RB,Jonathan Taylor (30330660),Jonathan Taylor,30330660,RB/FLEX,6500,CLE@IND 10/22/2023 01:00PM ET,IND,7.95,12.73,4.39,9.99,CLE,IND,CLE
QB,Matthew Stafford (30330584),Matthew Stafford,30330584,QB,6500,PIT@LAR 10/22/2023 04:05PM ET,LAR,16.7,17.85666667,5.783333333,8.685,PIT,LAR,PIT
QB,Jared Goff (30330585),Jared Goff,30330585,QB,6400,DET@BAL 10/22/2023 01:00PM ET,DET,20.87,16.50333333,1.946666667,8.73,DET,BAL,BAL
RB,James Cook (30330662),James Cook,30330662,RB/FLEX,6400,BUF@NE 10/22/2023 01:00PM ET,BUF,12.22,12.7,6.62,9.32,BUF,NE,NE
RB,Jahmyr Gibbs (30330664),Jahmyr Gibbs,30330664,RB/FLEX,6300,DET@BAL 10/22/2023 01:00PM ET,DET,9.72,14.73,16.41333333,10.54,DET,BAL,BAL
WR,Jakobi Meyers (30330892),Jakobi Meyers,30330892,WR/FLEX,6200,LV@CHI 10/22/2023 01:00PM ET,LV,17.5,13.36333333,7.636666667,10.81,LV,CHI,CHI
RB,Zack Moss (30330666),Zack Moss,30330666,RB/FLEX,6200,CLE@IND 10/22/2023 01:00PM ET,IND,21.92,9.723333333,1.126666667,7.92,CLE,IND,CLE
WR,Amari Cooper (30330894),Amari Cooper,30330894,WR/FLEX,6100,CLE@IND 10/22/2023 01:00PM ET,CLE,14.14,13.28333333,6.19,14.2,CLE,IND,IND
RB,Isiah Pacheco (30330668),Isiah Pacheco,30330668,RB/FLEX,6100,LAC@KC 10/22/2023 04:25PM ET,KC,15.03,15.53666667,21.09666667,10.785,LAC,KC,LAC
QB,Geno Smith (30330586),Geno Smith,30330586,QB,6000,ARI@SEA 10/22/2023 04:05PM ET,SEA,15.35,18.57,10.26666667,9,ARI,SEA,ARI
WR,Tyler Lockett (30330896),Tyler Lockett,30330896,WR/FLEX,6000,ARI@SEA 10/22/2023 04:05PM ET,SEA,12.42,14.19333333,12.01333333,12.015,ARI,SEA,ARI
WR,Gabe Davis (30330898),Gabe Davis,30330898,WR/FLEX,5900,BUF@NE 10/22/2023 01:00PM ET,BUF,13.48,9.98,1.49,11.15,BUF,NE,NE
QB,Kyler Murray (30330587),Kyler Murray,30330587,QB,5900,ARI@SEA 10/22/2023 04:05PM ET,ARI,0,0,0,0,ARI,SEA,SEA
RB,Brian Robinson Jr. (30330670),Brian Robinson Jr.,30330670,RB/FLEX,5800,WAS@NYG 10/22/2023 01:00PM ET,WAS,14.08,12.46666667,9.823333333,10.475,WAS,NYG,NYG
QB,Jordan Love (30330588),Jordan Love,30330588,QB,5800,GB@DEN 10/22/2023 04:25PM ET,GB,19.24,17.59666667,7.903333333,9.625,GB,DEN,DEN
WR,Jerry Jeudy (30330900),Jerry Jeudy,30330900,WR/FLEX,5800,GB@DEN 10/22/2023 04:25PM ET,DEN,8.44,11.55666667,2.89,11.54,GB,DEN,GB
WR,Zay Flowers (30330902),Zay Flowers,30330902,WR/FLEX,5700,DET@BAL 10/22/2023 01:00PM ET,BAL,13.15,14.21666667,19.54333333,10.885,DET,BAL,DET
TE,Mark Andrews (30331246),Mark Andrews,30331246,TE/FLEX,5700,DET@BAL 10/22/2023 01:00PM ET,BAL,14.28,13.21333333,12.83333333,11.175,DET,BAL,DET
QB,Deshaun Watson (30330589),Deshaun Watson,30330589,QB,5700,CLE@IND 10/22/2023 01:00PM ET,CLE,19.14,0,0,0,CLE,IND,IND
RB,Rhamondre Stevenson (30330672),Rhamondre Stevenson,30330672,RB/FLEX,5600,BUF@NE 10/22/2023 01:00PM ET,NE,10.58,11.92,9.62,8.17,BUF,NE,BUF
QB,Daniel Jones (30330590),Daniel Jones,30330590,QB,5600,WAS@NYG 10/22/2023 01:00PM ET,NYG,13.01,16.85,5.38,9.415,WAS,NYG,WAS
WR,Christian Watson (30330904),Christian Watson,30330904,WR/FLEX,5600,GB@DEN 10/22/2023 04:25PM ET,GB,11.05,12.91666667,12.17666667,13.175,GB,DEN,DEN
QB,Sam Howell (30330591),Sam Howell,30330591,QB,5500,WAS@NYG 10/22/2023 01:00PM ET,WAS,18.4,17.05666667,6.686666667,9.155,WAS,NYG,NYG
WR,George Pickens (30330906),George Pickens,30330906,WR/FLEX,5500,PIT@LAR 10/22/2023 04:05PM ET,PIT,16.18,11.11333333,4.51,10.045,PIT,LAR,LAR
WR,Terry McLaurin (30330908),Terry McLaurin,30330908,WR/FLEX,5400,WAS@NYG 10/22/2023 01:00PM ET,WAS,12.87,13.24,14.61,11.585,WAS,NYG,NYG
QB,Russell Wilson (30330592),Russell Wilson,30330592,QB,5400,GB@DEN 10/22/2023 04:25PM ET,DEN,19.2,17.21,5.98,8.97,GB,DEN,GB
RB,Javonte Williams (30330674),Javonte Williams,30330674,RB/FLEX,5400,GB@DEN 10/22/2023 04:25PM ET,DEN,7.42,10.99666667,3.363333333,9.51,GB,DEN,GB
TE,Sam LaPorta (30331248),Sam LaPorta,30331248,TE/FLEX,5300,DET@BAL 10/22/2023 01:00PM ET,DET,13.25,11.87333333,8.21,9.94,DET,BAL,BAL
QB,Baker Mayfield (30330593),Baker Mayfield,30330593,QB,5300,ATL@TB 10/22/2023 01:00PM ET,TB,16.04,16.92666667,6.793333333,8.62,ATL,TB,ATL
QB,Joshua Dobbs (30330594),Joshua Dobbs,30330594,QB,5300,ARI@SEA 10/22/2023 04:05PM ET,ARI,15.42,15.64666667,3.63,8.2,ARI,SEA,SEA
WR,Marquise Brown (30330910),Marquise Brown,30330910,WR/FLEX,5300,ARI@SEA 10/22/2023 04:05PM ET,ARI,13.88,13.86,17.23333333,11.09,ARI,SEA,SEA
RB,AJ Dillon (30330676),AJ Dillon,30330676,RB/FLEX,5300,GB@DEN 10/22/2023 04:25PM ET,GB,6.18,8.46,0.383333333,11.455,GB,DEN,DEN
QB,Jimmy Garoppolo (30330595),Jimmy Garoppolo,30330595,QB,5200,LV@CHI 10/22/2023 01:00PM ET,LV,14.17,0,0,0,LV,CHI,CHI
QB,Gardner Minshew II (30330597),Gardner Minshew II,30330597,QB,5200,CLE@IND 10/22/2023 01:00PM ET,IND,7.85,13.65,0.976666667,7.955,CLE,IND,CLE
QB,Desmond Ridder (30330596),Desmond Ridder,30330596,QB,5200,ATL@TB 10/22/2023 01:00PM ET,ATL,16.52,13.18,1.743333333,7.73,ATL,TB,TB
RB,Najee Harris (30330680),Najee Harris,30330680,RB/FLEX,5200,PIT@LAR 10/22/2023 04:05PM ET,PIT,6.68,10.87666667,3.093333333,12.18,PIT,LAR,LAR
WR,Courtland Sutton (30330912),Courtland Sutton,30330912,WR/FLEX,5200,GB@DEN 10/22/2023 04:25PM ET,DEN,12.42,11.78666667,6.213333333,11.68,GB,DEN,GB
RB,Joshua Kelley (30330678),Joshua Kelley,30330678,RB/FLEX,5200,LAC@KC 10/22/2023 04:25PM ET,LAC,5.92,4.02,0.063333333,5.6,LAC,KC,KC
RB,Jerome Ford (30330682),Jerome Ford,30330682,RB/FLEX,5100,CLE@IND 10/22/2023 01:00PM ET,CLE,13.88,13.28,14.52333333,10.56,CLE,IND,IND
QB,Tyrod Taylor (30330598),Tyrod Taylor,30330598,QB,5100,WAS@NYG 10/22/2023 01:00PM ET,NYG,3.14,0,0,0,WAS,NYG,WAS
RB,Rachaad White (30330684),Rachaad White,30330684,RB/FLEX,5100,ATL@TB 10/22/2023 01:00PM ET,TB,10.8,12.59,18.02,9.055,ATL,TB,ATL
WR,Drake London (30330914),Drake London,30330914,WR/FLEX,5100,ATL@TB 10/22/2023 01:00PM ET,ATL,12.46,10.95333333,9.673333333,9.23,ATL,TB,TB
RB,Kareem Hunt (30330690),Kareem Hunt,30330690,RB/FLEX,5000,CLE@IND 10/22/2023 01:00PM ET,CLE,7.6,9.623333333,1.733333333,10,CLE,IND,IND
TE,Darren Waller (30331250),Darren Waller,30331250,TE/FLEX,5000,WAS@NYG 10/22/2023 01:00PM ET,NYG,9.37,9.9,3.48,9.5,WAS,NYG,WAS
QB,Kenny Pickett (30330599),Kenny Pickett,30330599,QB,5000,PIT@LAR 10/22/2023 04:05PM ET,PIT,11.66,15.56,3.71,8.53,PIT,LAR,LAR
RB,Jaylen Warren (30330686),Jaylen Warren,30330686,RB/FLEX,5000,PIT@LAR 10/22/2023 04:05PM ET,PIT,10,11.09666667,5.186666667,7.865,PIT,LAR,LAR
WR,Diontae Johnson (30330916),Diontae Johnson,30330916,WR/FLEX,5000,PIT@LAR 10/22/2023 04:05PM ET,PIT,7.8,10.69,4.83,11.35,PIT,LAR,LAR
RB,Jaleel McLaughlin (30330688),Jaleel McLaughlin,30330688,RB/FLEX,5000,GB@DEN 10/22/2023 04:25PM ET,DEN,8.63,8.48,0.703333333,9.04,GB,DEN,GB
RB,Craig Reynolds (30330694),Craig Reynolds,30330694,RB/FLEX,4900,DET@BAL 10/22/2023 01:00PM ET,DET,3.42,5.993333333,0.66,5.505,DET,BAL,BAL
QB,Brian Hoyer (30330601),Brian Hoyer,30330601,QB,4900,LV@CHI 10/22/2023 01:00PM ET,LV,1.89,5.616666667,3.886666667,5.055,LV,CHI,CHI
QB,Tyson Bagent (30330602),Tyson Bagent,30330602,QB,4900,LV@CHI 10/22/2023 01:00PM ET,CHI,7.72,12.15666667,0.936666667,7.695,LV,CHI,LV
QB,Mac Jones (30330600),Mac Jones,30330600,QB,4900,BUF@NE 10/22/2023 01:00PM ET,NE,11.37,12.56666667,0.813333333,6.96,BUF,NE,BUF
RB,Keaontay Ingram (30330692),Keaontay Ingram,30330692,RB/FLEX,4900,ARI@SEA 10/22/2023 04:05PM ET,ARI,2.6,7.44,0.61,7.48,ARI,SEA,SEA
WR,Romeo Doubs (30330918),Romeo Doubs,30330918,WR/FLEX,4900,GB@DEN 10/22/2023 04:25PM ET,GB,12.36,10.49666667,3.533333333,11.675,GB,DEN,DEN
RB,Gus Edwards (30330698),Gus Edwards,30330698,RB/FLEX,4800,DET@BAL 10/22/2023 01:00PM ET,BAL,6.75,9.386666667,2.206666667,9.165,DET,BAL,DET
RB,D'Onta Foreman (30330704),D'Onta Foreman,30330704,RB/FLEX,4800,LV@CHI 10/22/2023 01:00PM ET,CHI,6.05,8.556666667,3.996666667,6.64,LV,CHI,LV
QB,P.J. Walker (30330606),P.J. Walker,30330606,QB,4800,CLE@IND 10/22/2023 01:00PM ET,CLE,5.78,14.94666667,2.803333333,8.675,CLE,IND,IND
QB,Malik Cunningham (30330605),Malik Cunningham,30330605,QB,4800,BUF@NE 10/22/2023 01:00PM ET,NE,0,0.433333333,0,1.1,BUF,NE,BUF
RB,Ezekiel Elliott (30330700),Ezekiel Elliott,30330700,RB/FLEX,4800,BUF@NE 10/22/2023 01:00PM ET,NE,7.2,7.34,0.493333333,7.065,BUF,NE,BUF
RB,Matt Breida (30330696),Matt Breida,30330696,RB/FLEX,4800,WAS@NYG 10/22/2023 01:00PM ET,NYG,5.07,2.666666667,0.043333333,4.555,WAS,NYG,WAS
QB,Mitch Trubisky (30330603),Mitch Trubisky,30330603,QB,4800,PIT@LAR 10/22/2023 04:05PM ET,PIT,0.72,0,0,0,PIT,LAR,LAR
RB,Emari Demercado (30330702),Emari Demercado,30330702,RB/FLEX,4800,ARI@SEA 10/22/2023 04:05PM ET,ARI,3.92,4.593333333,0.04,6.075,ARI,SEA,SEA
QB,Easton Stick (30330604),Easton Stick,30330604,QB,4800,LAC@KC 10/22/2023 04:25PM ET,LAC,0,0,0,0,LAC,KC,KC
WR,Joshua Palmer (30330920),Joshua Palmer,30330920,WR/FLEX,4800,LAC@KC 10/22/2023 04:25PM ET,LAC,8.4,12.45333333,17.96666667,10.37,LAC,KC,KC
QB,Tyler Huntley (30330610),Tyler Huntley,30330610,QB,4700,DET@BAL 10/22/2023 01:00PM ET,BAL,0.8,0,0,0,DET,BAL,DET
QB,Teddy Bridgewater (30330612),Teddy Bridgewater,30330612,QB,4700,DET@BAL 10/22/2023 01:00PM ET,DET,-0.2,0,0,0,DET,BAL,BAL
QB,Aidan O'Connell (30330607),Aidan O'Connell,30330607,QB,4700,LV@CHI 10/22/2023 01:00PM ET,LV,12.82,9.646666667,2.2,4.25,LV,CHI,CHI
RB,Zamir White (30330708),Zamir White,30330708,RB/FLEX,4700,LV@CHI 10/22/2023 01:00PM ET,LV,1.22,2.46,0.013333333,8.205,LV,CHI,CHI
QB,Dorian Thompson-Robinson (30330609),Dorian Thompson-Robinson,30330609,QB,4700,CLE@IND 10/22/2023 01:00PM ET,CLE,2.12,0,0,0,CLE,IND,IND
RB,Antonio Gibson (30330706),Antonio Gibson,30330706,RB/FLEX,4700,WAS@NYG 10/22/2023 01:00PM ET,WAS,6.2,6.443333333,0.17,6.815,WAS,NYG,NYG
QB,Brett Rypien (30330611),Brett Rypien,30330611,QB,4700,PIT@LAR 10/22/2023 04:05PM ET,LAR,0,0,0,0,PIT,LAR,PIT
QB,Drew Lock (30330608),Drew Lock,30330608,QB,4700,ARI@SEA 10/22/2023 04:05PM ET,SEA,3.62,0,0,0,ARI,SEA,ARI
RB,Jerick McKinnon (30330710),Jerick McKinnon,30330710,RB/FLEX,4700,LAC@KC 10/22/2023 04:25PM ET,KC,5.87,5.896666667,0.15,7.495,LAC,KC,LAC
WR,Rashee Rice (30330922),Rashee Rice,30330922,WR/FLEX,4700,LAC@KC 10/22/2023 04:25PM ET,KC,9.53,9.446666667,3.796666667,8.49,LAC,KC,LAC
RB,Justice Hill (30330714),Justice Hill,30330714,RB/FLEX,4600,DET@BAL 10/22/2023 01:00PM ET,BAL,8.9,7.283333333,0.466666667,6.965,DET,BAL,DET
RB,Roschon Johnson (30330712),Roschon Johnson,30330712,RB/FLEX,4600,LV@CHI 10/22/2023 01:00PM ET,CHI,7,10.49333333,12.22333333,8.955,LV,CHI,LV
QB,Sam Ehlinger (30330618),Sam Ehlinger,30330618,QB,4600,CLE@IND 10/22/2023 01:00PM ET,IND,0,0,0,0,CLE,IND,CLE
QB,Kyle Allen (30330616),Kyle Allen,30330616,QB,4600,BUF@NE 10/22/2023 01:00PM ET,BUF,-0.18,0,0,0,BUF,NE,NE
QB,Jacoby Brissett (30330615),Jacoby Brissett,30330615,QB,4600,WAS@NYG 10/22/2023 01:00PM ET,WAS,0,0,0,0,WAS,NYG,NYG
WR,Jahan Dotson (30330924),Jahan Dotson,30330924,WR/FLEX,4600,WAS@NYG 10/22/2023 01:00PM ET,WAS,6.17,9.083333333,1.823333333,9.38,WAS,NYG,NYG
QB,Taylor Heinicke (30330614),Taylor Heinicke,30330614,QB,4600,ATL@TB 10/22/2023 01:00PM ET,ATL,0,0,0,0,ATL,TB,TB
QB,Jarrett Stidham (30330613),Jarrett Stidham,30330613,QB,4600,GB@DEN 10/22/2023 04:25PM ET,DEN,0,0,0,0,GB,DEN,GB
QB,Blaine Gabbert (30330617),Blaine Gabbert,30330617,QB,4600,LAC@KC 10/22/2023 04:25PM ET,KC,-0.86,0,0,0,LAC,KC,LAC
QB,Nathan Peterman (30330621),Nathan Peterman,30330621,QB,4500,LV@CHI 10/22/2023 01:00PM ET,CHI,0,0,0,0,LV,CHI,LV
RB,Travis Homer (30330722),Travis Homer,30330722,RB/FLEX,4500,LV@CHI 10/22/2023 01:00PM ET,CHI,0,0,0,0,LV,CHI,LV
WR,Josh Downs (30330926),Josh Downs,30330926,WR/FLEX,4500,CLE@IND 10/22/2023 01:00PM ET,IND,10.27,9.426666667,3.206666667,8.405,CLE,IND,CLE
QB,Bailey Zappe (30330620),Bailey Zappe,30330620,QB,4500,BUF@NE 10/22/2023 01:00PM ET,NE,1.58,0,0,0,BUF,NE,BUF
QB,Kyle Trask (30330619),Kyle Trask,30330619,QB,4500,ATL@TB 10/22/2023 01:00PM ET,TB,0,0,0,0,ATL,TB,ATL
RB,Tyler Allgeier (30330720),Tyler Allgeier,30330720,RB/FLEX,4500,ATL@TB 10/22/2023 01:00PM ET,ATL,7.9,8.116666667,0.83,7.725,ATL,TB,TB
RB,Tony Jones Jr. (30330716),Tony Jones Jr.,30330716,RB/FLEX,4500,ARI@SEA 10/22/2023 04:05PM ET,ARI,6.28,0,0,0,ARI,SEA,SEA
RB,Samaje Perine (30330718),Samaje Perine,30330718,RB/FLEX,4500,GB@DEN 10/22/2023 04:25PM ET,DEN,7.03,5.683333333,0.223333333,7.01,GB,DEN,GB
RB,Isaiah Spiller (30330724),Isaiah Spiller,30330724,RB/FLEX,4500,LAC@KC 10/22/2023 04:25PM ET,LAC,1.48,0.496666667,0,0.88,LAC,KC,KC
RB,Devine Ozigbo (30330728),Devine Ozigbo,30330728,RB/FLEX,4400,DET@BAL 10/22/2023 01:00PM ET,DET,2.3,0.903333333,0.013333333,2.005,DET,BAL,BAL
